Time (s),Timestamp,ECG (uV),Packet Counter(DIGITAL),TRIGGER(DIGITAL)
3418.522,2025-12-16 10:33:06.313,-13190.078932,123,0
3418.524,2025-12-16 10:33:06.315,-10252.571259,124,0
3418.526,2025-12-16 10:33:06.317,-13579.368794,125,0
3418.528,2025-12-16 10:33:06.319,-14999.771342,126,0
3418.53,2025-12-16 10:33:06.321,-14181.709501,127,0
3418.532,2025-12-16 10:33:06.323,-11276.626755,0,0
3418.534,2025-12-16 10:33:06.325,-13360.405167,1,0
3418.536,2025-12-16 10:33:06.327,-14467.621065,2,0
3418.538,2025-12-16 10:33:06.329,-13119.125562,3,0
3418.54,2025-12-16 10:33:06.331,-8824.539316,4,0
3418.542,2025-12-16 10:33:06.333,-11962.700068,5,0
3418.544,2025-12-16 10:33:06.335,-14401.245332,6,0
3418.546,2025-12-16 10:33:06.337,-13925.171106,7,0
3418.548,2025-12-16 10:33:06.339,-11789.89428,8,0
3418.55,2025-12-16 10:33:06.341,-14346.885895,9,0
3418.552,2025-12-16 10:33:06.343,-14986.419901,10,0
3418.554,2025-12-16 10:33:06.345,-13675.689901,11,0
3418.556,2025-12-16 10:33:06.347,-9331.51259,12,0
3418.558,2025-12-16 10:33:06.349,-11543.083363,13,0
3418.56,2025-12-16 10:33:06.351,-13912.582605,14,0
3418.562,2025-12-16 10:33:06.353,-13190.460402,15,0
3418.564,2025-12-16 10:33:06.355,-10221.481476,16,0
3418.566,2025-12-16 10:33:06.357,-13545.608722,17,0
3418.568,2025-12-16 10:33:06.359,-14999.962077,18,0
3418.57,2025-12-16 10:33:06.361,-14160.537931,19,0
3418.572,2025-12-16 10:33:06.363,-11170.768904,20,0
3418.574,2025-12-16 10:33:06.365,-13220.97798,21,0
3418.576,2025-12-16 10:33:06.367,-14420.128084,22,0
3418.578,2025-12-16 10:33:06.369,-13112.449841,23,0
3418.58,2025-12-16 10:33:06.371,-8888.054026,24,0
3418.582,2025-12-16 10:33:06.373,-12076.759518,25,0
3418.584,2025-12-16 10:33:06.375,-14458.084322,26,0
3418.586,2025-12-16 10:33:06.377,-13968.277186,27,0
3418.588,2025-12-16 10:33:06.379,-11855.697808,28,0
3418.59,2025-12-16 10:33:06.381,-14378.929352,29,0
3418.592,2025-12-16 10:33:06.383,-14995.956644,30,0
3418.594,2025-12-16 10:33:06.385,-13706.20748,31,0
3418.596,2025-12-16 10:33:06.387,-9347.725054,32,0
3418.598,2025-12-16 10:33:06.389,-11472.702197,33,0
3418.6,2025-12-16 10:33:06.391,-13901.519983,34,0
3418.602,2025-12-16 10:33:06.393,-13223.266799,35,0
3418.604,2025-12-16 10:33:06.395,-10365.486299,36,0
3418.606,2025-12-16 10:33:06.397,-13660.621847,37,0
3418.608,2025-12-16 10:33:06.399,-15017.318949,38,0
3418.61,2025-12-16 10:33:06.401,-14157.486173,39,0
3418.612,2025-12-16 10:33:06.403,-11073.875592,40,0
3418.614,2025-12-16 10:33:06.405,-13090.133862,41,0
3418.616,2025-12-16 10:33:06.407,-14375.30539,42,0
3418.618,2025-12-16 10:33:06.409,-13088.798718,43,0
3418.62,2025-12-16 10:33:06.411,-8848.762644,44,0
3418.622,2025-12-16 10:33:06.413,-12040.710629,45,0
3418.624,2025-12-16 10:33:06.415,-14437.484956,46,0
3418.626,2025-12-16 10:33:06.417,-13935.089319,47,0
3418.628,2025-12-16 10:33:06.419,-11752.319511,48,0
3418.63,2025-12-16 10:33:06.421,-14278.030608,49,0
3418.632,2025-12-16 10:33:06.423,-14947.509988,50,0
3418.634,2025-12-16 10:33:06.425,-13623.619283,51,0
3418.636,2025-12-16 10:33:06.427,-9221.840042,52,0
3418.638,2025-12-16 10:33:06.429,-11446.190051,53,0
3418.64,2025-12-16 10:33:06.431,-13888.359277,54,0
3418.642,2025-12-16 10:33:06.433,-13214.30226,55,0
3418.644,2025-12-16 10:33:06.435,-10293.197785,56,0
3418.646,2025-12-16 10:33:06.437,-13594.818318,57,0
3418.648,2025-12-16 10:33:06.439,-15010.261759,58,0
3418.65,2025-12-16 10:33:06.441,-14137.649747,59,0
3418.652,2025-12-16 10:33:06.443,-11036.110089,60,0
3418.654,2025-12-16 10:33:06.445,-13086.5099,61,0
3418.656,2025-12-16 10:33:06.447,-14363.479828,62,0
3418.658,2025-12-16 10:33:06.449,-13059.807018,63,0
3418.66,2025-12-16 10:33:06.451,-8826.065195,64,0
3418.662,2025-12-16 10:33:06.453,-12081.14642,65,0
3418.664,2025-12-16 10:33:06.455,-14481.92618,66,0
3418.666,2025-12-16 10:33:06.457,-13970.375269,67,0
3418.668,2025-12-16 10:33:06.459,-11791.229424,68,0
3418.67,2025-12-16 10:33:06.461,-14293.861602,69,0
3418.672,2025-12-16 10:33:06.463,-14955.139383,70,0
3418.674,2025-12-16 10:33:06.465,-13644.600118,71,0
3418.676,2025-12-16 10:33:06.467,-9208.870071,72,0
3418.678,2025-12-16 10:33:06.469,-11382.675341,73,0
3418.68,2025-12-16 10:33:06.471,-13890.648095,74,0
3418.682,2025-12-16 10:33:06.473,-13252.258498,75,0
3418.684,2025-12-16 10:33:06.475,-10412.407077,76,0
3418.686,2025-12-16 10:33:06.477,-13681.793417,77,0
3418.688,2025-12-16 10:33:06.479,-15036.392436,78,0
3418.69,2025-12-16 10:33:06.481,-14145.851346,79,0
3418.692,2025-12-16 10:33:06.483,-10941.31486,80,0
3418.694,2025-12-16 10:33:06.485,-12933.731272,81,0
3418.696,2025-12-16 10:33:06.487,-14327.621673,82,0
3418.698,2025-12-16 10:33:06.489,-13058.471874,83,0
3418.7,2025-12-16 10:33:06.491,-8849.525584,84,0
3418.702,2025-12-16 10:33:06.493,-12118.339719,85,0
3418.704,2025-12-16 10:33:06.495,-14486.503817,86,0
3418.706,2025-12-16 10:33:06.497,-13972.473353,87,0
3418.708,2025-12-16 10:33:06.499,-11777.687248,88,0
3418.71,2025-12-16 10:33:06.501,-14264.106963,89,0
3418.712,2025-12-16 10:33:06.503,-14924.240335,90,0
3418.714,2025-12-16 10:33:06.505,-13580.894673,91,0
3418.716,2025-12-16 10:33:06.507,-9115.219252,92,0
3418.718,2025-12-16 10:33:06.509,-11346.817186,93,0
3418.72,2025-12-16 10:33:06.511,-13859.749047,94,0
3418.722,2025-12-16 10:33:06.513,-13229.179579,95,0
3418.724,2025-12-16 10:33:06.515,-10391.998446,96,0
3418.726,2025-12-16 10:33:06.517,-13643.074239,97,0
3418.728,2025-12-16 10:33:06.519,-14995.193705,98,0
3418.73,2025-12-16 10:33:06.521,-14090.72897,99,0
